sessionid,tt_s,distance_m,slope_pct,speed_kmph,power_w,heartrate_bpm,frequency_ppm,cycle,thrust_left_ms,thrust_right_ms,impulse_left_ns,impulse_right_ns,force_meanl_n,force_meanr_n,f_tot_mean_n,treadmill_force_n,altitude_m,latitude_deg,longitude_deg,usernote = None,Sport,ns1:Id,StartTime,ns1:TotalTimeSeconds,ns1:DistanceMeters,ns1:MaximumSpeed,ns1:Calories,ns1:Value,ns1:Value2,ns1:Intensity,ns1:TriggerMethod,ns1:Time,ns1:AltitudeMeters,ns1:DistanceMeters3,ns1:Value4,ns2:Speed,ns2:RunCadence,ns2:Watts,ns1:LatitudeDegrees,ns1:LongitudeDegrees,ns2:AvgSpeed,ns2:AvgRunCadence,ns2:MaxRunCadence,ns2:AvgWatts,ns2:MaxWatts,ns1:Name,ns1:UnitId,ns1:ProductID,ns1:VersionMajor,ns1:VersionMinor,ns1:BuildMajor,ns1:BuildMinor,ns1:Name5,ns1:VersionMajor6,ns1:VersionMinor7,ns1:BuildMajor8,ns1:BuildMinor9,ns1:LangID,ns1:PartNumber,Unnamed: 39,Unnamed: 40,Unnamed: 41,RowColor,Lap,Gear,Gear2
2163,12/06/2024 07:30,519.81,0,13.5,116,0,37,34,220,230,34.7,31.1,23,20,43,0,378,63.19235221,14.66510427,,Running,2024-06-12T06:49:15.000Z,2024-06-12T07:22:14.000Z,596.347,1000,8.043000221,52,125,182,Active,Manual,12/06/2024 07:30,365,7554.72998,178,7.436999798,0,277,63.1917327,14.66110418,1.677000046,11,116,96,1299,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,1,4,4
2163,12/06/2024 07:30,523.55,0,13.5,124,0,37,34,220,230,34.7,31.1,24,23,47,0,378,63.19233611,14.66516982,,Running,2024-06-12T06:49:15.000Z,2024-06-12T07:22:14.000Z,596.347,1000,8.043000221,52,125,182,Active,Manual,12/06/2024 07:30,364.7999878,7562.259766,177,7.361999989,0,277,63.19179154,14.66117986,1.677000046,11,116,96,1299,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,1,4,4
2163,12/06/2024 07:30,526.94,0,13.5,124,0,62,36,200,210,30.7,24.5,26,29,55,0,378,63.19232295,14.66523084,,Running,2024-06-12T06:49:15.000Z,2024-06-12T07:22:14.000Z,596.347,1000,8.043000221,52,125,182,Active,Manual,12/06/2024 07:30,364.7999878,7569.359863,177,7.361999989,35,279,63.19184845,14.66124323,1.677000046,11,116,96,1299,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,1,3,3
2163,12/06/2024 07:30,533.88,0,13.8,134,0,59,36,210,200,29.5,33.2,26,32,58,0,378,63.19230644,14.66536428,,Running,2024-06-12T06:49:15.000Z,2024-06-12T07:22:14.000Z,596.347,1000,8.043000221,52,125,182,Active,Manual,12/06/2024 07:30,365,7576.560059,178,7.381000042,57,1299,63.19190671,14.6613128,1.677000046,11,116,96,1299,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,1,3,3
2163,12/06/2024 07:30,538.65,0,15.3,147,0,60,38,210,220,24.7,35.6,25,33,58,0,378,63.19229496,14.66545589,,Running,2024-06-12T06:49:15.000Z,2024-06-12T07:22:14.000Z,596.347,1000,8.043000221,52,125,182,Active,Manual,12/06/2024 07:30,365,7583.529785,178,7.381000042,60,1169,63.19196463,14.66136871,1.677000046,11,116,96,1299,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,1,3,3
2163,12/06/2024 07:31,543.27,0,15.2,148,0,55,38,190,220,22.2,35.3,25,33,58,0,379,63.19229035,14.66554734,,Running,2024-06-12T06:49:15.000Z,2024-06-12T07:22:14.000Z,596.347,1000,8.043000221,52,125,182,Active,Manual,12/06/2024 07:31,365,7590.370117,179,7.370999813,60,1165,63.19202162,14.6614283,1.677000046,11,116,96,1299,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,1,3,3
2163,12/06/2024 07:31,548.54,0,15.2,152,0,64,40,200,210,30.9,27.5,25,35,60,0,379,63.19228264,14.66565111,,Running,2024-06-12T06:49:15.000Z,2024-06-12T07:22:14.000Z,596.347,1000,8.043000221,52,125,182,Active,Manual,12/06/2024 07:31,365,7597.359863,179,7.353000164,59,806,63.19208021,14.66147826,1.677000046,11,116,96,1299,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,1,3,3
2163,12/06/2024 07:31,554.19,0,15.2,159,0,64,40,180,200,17.2,34.3,26,37,63,0,379,63.19227668,14.66576301,,Running,2024-06-12T06:49:15.000Z,2024-06-12T07:22:14.000Z,596.347,1000,8.043000221,52,125,182,Active,Manual,12/06/2024 07:31,365,7604.439941,179,7.334000111,61,565,63.19213545,14.66153216,1.677000046,11,116,96,1299,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,1,3,3
2163,12/06/2024 07:31,565.41,0,17.1,159,0,63,42,200,230,32.3,41.9,25,36,61,0,380,63.19227668,14.66598638,,Running,2024-06-12T06:49:15.000Z,2024-06-12T07:22:14.000Z,596.347,1000,8.043000221,52,125,182,Active,Manual,12/06/2024 07:31,365,7612.220215,178,7.315000057,61,565,63.19219739,14.66161103,1.677000046,11,116,96,1299,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,1,3,3
2163,12/06/2024 07:31,571.63,0,17.1,159,0,62,42,190,220,17,34.6,23,33,56,0,380,63.19227668,14.66610985,,Running,2024-06-12T06:49:15.000Z,2024-06-12T07:22:14.000Z,596.347,1000,8.043000221,52,125,182,Active,Manual,12/06/2024 07:31,365,7618.200195,180,7.315000057,44,431,63.19224282,14.66167146,1.677000046,11,116,96,1299,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,1,3,3
