sessionid,tt_s,distance_m,slope_pct,speed_kmph,power_w,heartrate_bpm,frequency_ppm,cycle,thrust_left_ms,thrust_right_ms,impulse_left_ns,impulse_right_ns,force_meanl_n,force_meanr_n,f_tot_mean_n,treadmill_force_n,altitude_m,latitude_deg,longitude_deg,usernote = BIA24-4WR,Sport,ns1:Id,StartTime,ns1:TotalTimeSeconds,ns1:DistanceMeters,ns1:MaximumSpeed,ns1:Calories,ns1:Value,ns1:Value2,ns1:Intensity,ns1:TriggerMethod,ns1:Time,ns1:AltitudeMeters,ns1:DistanceMeters3,ns1:Value4,ns2:Speed,ns2:RunCadence,ns2:Watts,ns1:LatitudeDegrees,ns1:LongitudeDegrees,ns2:AvgSpeed,ns2:AvgRunCadence,ns2:MaxRunCadence,ns2:AvgWatts,ns2:MaxWatts,ns1:Name,ns1:UnitId,ns1:ProductID,ns1:VersionMajor,ns1:VersionMinor,ns1:BuildMajor,ns1:BuildMinor,ns1:Name5,ns1:VersionMajor6,ns1:VersionMinor7,ns1:BuildMajor8,ns1:BuildMinor9,ns1:LangID,ns1:PartNumber,Unnamed: 39,Unnamed: 40,Unnamed: 41,RowColor,Lap,Gear,Gear2
2131,08/06/2024 13:31,0,0,0,0,0,62,50,170,210,12.5,16.7,14,16,30,0,0,0,0,,Running,2024-06-08T12:51:15.000Z,2024-06-08T13:21:53.000Z,803.491,1000,6.690000057,65,118,174,Active,Manual,08/06/2024 13:31,364.3999939,7282.290039,156,5.56099987,33,394,63.19165869,14.66101759,1.245000005,12,116,114,644,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,1,3,3
2131,08/06/2024 13:31,0,0,0,0,0,70,52,160,110,11.3,7.5,13,15,28,0,0,0,0,,Running,2024-06-08T12:51:15.000Z,2024-06-08T13:21:53.000Z,803.491,1000,6.690000057,65,118,174,Active,Manual,08/06/2024 13:31,364.6000061,7286.850098,158,5.56099987,33,393,63.19169934,14.66106847,1.245000005,12,116,114,644,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,1,3,3
2131,08/06/2024 13:31,0,0,0,0,0,64,52,140,170,12.2,12.5,13,14,27,0,0,0,0,,Running,2024-06-08T12:51:15.000Z,2024-06-08T13:21:53.000Z,803.491,1000,6.690000057,65,118,174,Active,Manual,08/06/2024 13:31,364.6000061,7291.839844,158,5.513999939,33,391,63.19174368,14.66111172,1.245000005,12,116,114,644,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,1,3,3
2131,08/06/2024 13:31,0,0,0,0,0,64,54,110,130,6.7,9.6,11,13,24,0,0,0,0,,Running,2024-06-08T12:51:15.000Z,2024-06-08T13:21:53.000Z,803.491,1000,6.690000057,65,118,174,Active,Manual,08/06/2024 13:31,364.6000061,7297.220215,158,5.458000183,33,388,63.19178693,14.6611605,1.245000005,12,116,114,644,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,1,3,3
2131,08/06/2024 13:31,0,0,0,0,0,61,54,110,140,7.8,8.4,11,12,23,0,0,0,0,,Running,2024-06-08T12:51:15.000Z,2024-06-08T13:21:53.000Z,803.491,1000,6.690000057,65,118,174,Active,Manual,08/06/2024 13:31,364.6000061,7302.75,158,5.429999828,34,410,63.19182951,14.66119923,1.245000005,12,116,114,644,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,1,3,3
2131,08/06/2024 13:31,0,0,0,0,0,64,56,140,140,9,9.6,11,12,23,0,0,0,0,,Running,2024-06-08T12:51:15.000Z,2024-06-08T13:21:53.000Z,803.491,1000,6.690000057,65,118,174,Active,Manual,08/06/2024 13:31,364.6000061,7307.72998,157,5.429999828,34,429,63.1918705,14.66124382,1.245000005,12,116,114,644,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,1,3,3
2131,08/06/2024 13:31,0,0,0,0,0,56,56,150,110,10.4,7.4,12,13,25,0,0,0,0,,Running,2024-06-08T12:51:15.000Z,2024-06-08T13:21:53.000Z,803.491,1000,6.690000057,65,118,174,Active,Manual,08/06/2024 13:31,364.6000061,7312.779785,157,5.421000004,34,448,63.19191408,14.66128657,1.245000005,12,116,114,644,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,1,3,3
2131,08/06/2024 13:31,0,0,0,0,0,62,58,170,160,11.4,11,13,13,26,0,0,0,0,,Running,2024-06-08T12:51:15.000Z,2024-06-08T13:21:53.000Z,803.491,1000,6.690000057,65,118,174,Active,Manual,08/06/2024 13:31,364.6000061,7318,157,5.412000179,34,448,63.19195432,14.66133585,1.245000005,12,116,114,644,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,1,3,3
2131,08/06/2024 13:31,0,0,0,0,0,46,58,170,180,15,12.5,13,12,25,0,0,0,0,,Running,2024-06-08T12:51:15.000Z,2024-06-08T13:21:53.000Z,803.491,1000,6.690000057,65,118,174,Active,Manual,08/06/2024 13:31,364.6000061,7323.160156,159,5.393000126,33,443,63.19199338,14.66137793,1.245000005,12,116,114,644,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,1,3,3
2131,08/06/2024 13:32,0,0,0,0,0,49,59,110,180,6.8,12.5,12,12,24,0,0,0,0,,Running,2024-06-08T12:51:15.000Z,2024-06-08T13:21:53.000Z,803.491,1000,6.690000057,65,118,174,Active,Manual,08/06/2024 13:32,364.6000061,7328.209961,160,5.374000072,33,435,63.19202833,14.6614273,1.245000005,12,116,114,644,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,1,3,3
